experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
224,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",266,3.0,30,"todi Drut Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.992,DS1_Saraga_todi_03_Stable-Audio-Open_Funk_Madhya_266.wav,2341.774,71.129,123.047,0.29,0.036,-0.009,0.556,0.722,67.228,0.344,1.163,-0.102,-0.126,0.584,1.191,3.874,0.975,2.512,1.0,1.0,,,,,,,completed,1761183140.716414,32.7804012298584,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
225,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",267,3.0,30,"todi Drut Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.488,DS1_Saraga_todi_03_Stable-Audio-Open_Funk_Drut_267.wav,3712.864,80.0,89.103,0.175,0.129,-0.002,0.778,0.834,15.224,0.208,0.546,0.228,0.161,0.654,1.889,4.357,0.983,50.512,0.0,0.0,,,,,,,completed,1761183185.917539,32.824979066848755,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
226,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",268,3.0,30,"todi Drut Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.579,DS1_Saraga_todi_03_Stable-Audio-Open_Blues_Vilambit_268.wav,1089.305,80.0,143.555,0.178,0.188,0.011,1.0,0.828,15.224,0.198,0.864,0.244,0.189,0.527,0.554,4.357,0.991,104.905,0.0,0.0,,,,,,,completed,1761183231.190454,32.85105037689209,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
227,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",269,3.0,30,"todi Drut Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.992,DS1_Saraga_todi_03_Stable-Audio-Open_Blues_Madhya_269.wav,1745.803,80.0,117.454,0.159,-0.059,-0.025,1.0,0.788,15.631,0.27,0.702,0.204,0.0,0.533,0.888,4.357,0.991,2.148,1.0,1.0,,,,,,,completed,1761183276.227972,32.840882778167725,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
228,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",270,3.0,30,"todi Drut Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.488,DS1_Saraga_todi_03_Stable-Audio-Open_Blues_Drut_270.wav,846.483,80.0,172.266,0.205,0.008,-0.045,1.0,0.65,17.83,0.407,0.879,-0.225,0.049,0.445,0.431,4.357,0.989,4.322,1.0,0.94,,,,,,,completed,1761183321.239695,32.84130001068115,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
229,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",271,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.579,DS1_Saraga_todi_03_MusicGen-Melody_Rock_Vilambit_271.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
230,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",272,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.992,DS1_Saraga_todi_03_MusicGen-Melody_Rock_Madhya_272.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
231,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",273,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.488,DS1_Saraga_todi_03_MusicGen-Melody_Rock_Drut_273.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
232,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",274,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.579,DS1_Saraga_todi_03_MusicGen-Melody_Jazz_Vilambit_274.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
233,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",275,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.992,DS1_Saraga_todi_03_MusicGen-Melody_Jazz_Madhya_275.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
234,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",276,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.488,DS1_Saraga_todi_03_MusicGen-Melody_Jazz_Drut_276.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
235,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",277,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.579,DS1_Saraga_todi_03_MusicGen-Melody_Funk_Vilambit_277.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
236,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",278,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.992,DS1_Saraga_todi_03_MusicGen-Melody_Funk_Madhya_278.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
237,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",279,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.488,DS1_Saraga_todi_03_MusicGen-Melody_Funk_Drut_279.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
238,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",280,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.579,DS1_Saraga_todi_03_MusicGen-Melody_Blues_Vilambit_280.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
239,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",281,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.992,DS1_Saraga_todi_03_MusicGen-Melody_Blues_Madhya_281.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
240,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",282,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.488,DS1_Saraga_todi_03_MusicGen-Melody_Blues_Drut_282.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
241,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",283,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.579,DS1_Saraga_todi_03_MusicGen-Style_Rock_Vilambit_283.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
242,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",284,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.992,DS1_Saraga_todi_03_MusicGen-Style_Rock_Madhya_284.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
243,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",285,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.488,DS1_Saraga_todi_03_MusicGen-Style_Rock_Drut_285.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
244,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",286,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.579,DS1_Saraga_todi_03_MusicGen-Style_Jazz_Vilambit_286.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
245,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",287,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.992,DS1_Saraga_todi_03_MusicGen-Style_Jazz_Madhya_287.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
246,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",288,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.488,DS1_Saraga_todi_03_MusicGen-Style_Jazz_Drut_288.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
247,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",289,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.579,DS1_Saraga_todi_03_MusicGen-Style_Funk_Vilambit_289.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
248,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",290,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.992,DS1_Saraga_todi_03_MusicGen-Style_Funk_Madhya_290.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
249,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",291,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.488,DS1_Saraga_todi_03_MusicGen-Style_Funk_Drut_291.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
250,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",292,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.579,DS1_Saraga_todi_03_MusicGen-Style_Blues_Vilambit_292.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
251,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",293,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.992,DS1_Saraga_todi_03_MusicGen-Style_Blues_Madhya_293.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
252,DS1_Saraga,todi_03,todi,121.0,Drut,PROBLEMATIC,2413.92,59.7,30.0,0.216,3.341,0.311,9.4,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",294,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.488,DS1_Saraga_todi_03_MusicGen-Style_Blues_Drut_294.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
253,DS1_Saraga,todi_09,todi,87.2,Madhya,PROBLEMATIC,2192.23,59.7,30.0,0.223,3.401,0.309,9.33,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",295,3.0,30,"todi Madhya Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.803,DS1_Saraga_todi_09_Stable-Audio-Open_Rock_Vilambit_295.wav,1660.128,80.0,69.837,0.221,-0.224,0.002,0.7,0.773,25.189,0.25,0.599,-0.225,-0.322,0.612,0.926,3.801,0.981,0.263,1.0,1.0,,,,,,,completed,1761183366.499141,32.9292049407959,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
254,DS1_Saraga,todi_09,todi,87.2,Madhya,PROBLEMATIC,2192.23,59.7,30.0,0.223,3.401,0.309,9.33,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",296,3.0,30,"todi Madhya Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.376,DS1_Saraga_todi_09_Stable-Audio-Open_Rock_Madhya_296.wav,2556.794,80.0,117.454,0.136,0.038,-0.03,0.7,0.859,24.219,0.157,0.527,0.247,0.154,0.688,1.427,3.801,0.993,2.111,1.0,0.94,,,,,,,completed,1761183411.632193,32.91591763496399,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
255,DS1_Saraga,todi_09,todi,87.2,Madhya,PROBLEMATIC,2192.23,59.7,30.0,0.223,3.401,0.309,9.33,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",297,3.0,30,"todi Madhya Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",2.064,DS1_Saraga_todi_09_Stable-Audio-Open_Rock_Drut_297.wav,2127.961,80.0,123.047,0.252,-0.212,0.002,0.7,0.826,21.499,0.201,0.526,0.084,-0.105,0.676,1.187,3.801,0.989,31.633,0.4,0.34,,,,,,,completed,1761183456.853851,32.92593860626221,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
256,DS1_Saraga,todi_09,todi,87.2,Madhya,PROBLEMATIC,2192.23,59.7,30.0,0.223,3.401,0.309,9.33,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",298,3.0,30,"todi Madhya Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.803,DS1_Saraga_todi_09_Stable-Audio-Open_Jazz_Vilambit_298.wav,1388.645,80.0,92.285,0.067,-0.008,-0.0,1.0,0.833,7.741,0.182,0.659,0.023,0.042,0.645,0.775,3.801,0.989,31.795,0.4,0.4,,,,,,,completed,1761183502.103754,32.88222360610962,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
257,DS1_Saraga,todi_09,todi,87.2,Madhya,PROBLEMATIC,2192.23,59.7,30.0,0.223,3.401,0.309,9.33,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",299,3.0,30,"todi Madhya Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.376,DS1_Saraga_todi_09_Stable-Audio-Open_Jazz_Madhya_299.wav,2542.12,50.872,117.454,0.077,0.041,0.023,1.0,0.688,8.595,0.35,1.034,-0.196,-0.287,0.526,1.418,2.417,0.987,2.111,1.0,0.94,,,,,,,completed,1761183547.433973,32.94617533683777,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
